group_code,group_name,cust_name,acc_manager,acc_num,date,year,month,total_distribution,total_energy,peak_max,offpeak_max,present_bill,proposed_bill,dollar_difference,percent_diff,rate_class
333,WAWA INC,WAWA,Frank Kingsly,2739400302,201506,2015,Jun,88.73,23526,42.42,86.1,2361.2,2456.24,95.05,0.04,GS 100-500 kW
333,WAWA INC,WAWA,Frank Kingsly,2739400302,201507,2015,Jul,85.23,38645,85.92,51.13,3873.75,3978.94,105.19,0.027,GS 100-500 kW
333,WAWA INC,WAWA,Frank Kingsly,2739400302,201508,2015,Aug,49.29,18531,36.27,76.4,1857.23,1887.33,30.1,0.016,GS 100-500 kW
333,WAWA INC,WAWA,Frank Kingsly,2739400302,201509,2015,Sep,3.78,94554,52.13,46.79,9463.56,9551.45,87.89,0.009,GS 100-500 kW
333,WAWA INC,WAWA,Frank Kingsly,2739400302,201510,2015,Oct,87.22,36368,48.79,77.47,3646.05,3771.2,125.15,0.034,GS 100-500 kW
333,WAWA INC,WAWA,Frank Kingsly,2739400302,201511,2015,Nov,81.63,17067,39.61,81.32,1713.8,1741.41,27.61,0.016,GS 100-500 kW
333,WAWA INC,WAWA,Frank Kingsly,2739400302,201512,2015,Dec,98.82,22694,52.57,61.87,2283.56,2359.61,76.04,0.033,GS 100-500 kW
333,WAWA INC,WAWA,Frank Kingsly,2427055028,201501,2015,Jan,5.9,68045,66.64,36.89,6809.45,6889.69,80.24,0.012,GS 100-500 kW
333,WAWA INC,WAWA,Frank Kingsly,2427055028,201502,2015,Feb,43.82,5568,78.37,39.2,562.17,659.53,97.36,0.173,GS 100-500 kW
333,WAWA INC,WAWA,Frank Kingsly,2427055028,201503,2015,Mar,41.63,52736,77.82,64.54,5280.12,5409.84,129.72,0.025,GS 100-500 kW
333,WAWA INC,WAWA,Frank Kingsly,2427055028,201504,2015,Apr,18.13,74076,73.78,56.08,7413.02,7499.78,86.76,0.012,GS 100-500 kW
333,WAWA INC,WAWA,Frank Kingsly,2427055028,201505,2015,May,63.52,17953,86.95,97.1,1805.17,1831.54,26.38,0.015,GS 100-500 kW
333,WAWA INC,WAWA,Frank Kingsly,2427055028,201506,2015,Jun,67.53,35726,33.3,50.25,3582.3,3693.57,111.27,0.031,GS 100-500 kW
333,WAWA INC,WAWA,Frank Kingsly,2427055028,201507,2015,Jul,66.56,85518,78.57,60.99,8558.13,8710.2,152.07,0.018,GS 100-500 kW
333,WAWA INC,WAWA,Frank Kingsly,2427055028,201508,2015,Aug,39.76,14059,6.22,54.56,1416.78,1431.23,14.46,0.01,GS 100-500 kW
333,WAWA INC,WAWA,Frank Kingsly,2427055028,201509,2015,Sep,64.14,21211,40.83,30.37,2124.85,2203.37,78.52,0.037,GS 100-500 kW
333,WAWA INC,WAWA,Frank Kingsly,2427055028,201510,2015,Oct,86.39,26959,67.63,12.61,2700.78,2777.14,76.36,0.028,GS 100-500 kW
333,WAWA INC,WAWA,Frank Kingsly,2427055028,201511,2015,Nov,14.54,86200,84.42,63.37,8627.88,8779.43,151.56,0.018,GS 100-500 kW
333,WAWA INC,WAWA,Frank Kingsly,2427055028,201512,2015,Dec,22.83,69777,61.19,70.21,6986.82,7113.07,126.25,0.018,GS 100-500 kW
999,WALMART CO.,WALMART,Jody Smith,5523100855,201401,2014,Jan,93.71,6576,79.89,75.64,664.31,718.3,53.99,0.081,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,5523100855,201402,2014,Feb,1.83,47004,85.72,66.54,4702.24,4802.13,99.9,0.021,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,5523100855,201403,2014,Mar,56.08,315,74.71,26.71,41.06,39.76,-1.3,-0.032,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,5523100855,201404,2014,Apr,42.77,73022,75.26,7.51,7304.74,7398.87,94.13,0.013,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,5523100855,201405,2014,May,27.21,31683,52.78,83.79,3175.13,3296.33,121.2,0.038,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,5523100855,201406,2014,Jun,92.95,23053,43.49,3.39,2319.8,2395.74,75.94,0.033,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,5523100855,201407,2014,Jul,97.49,18613,49.97,57.19,1873.18,1983.09,109.91,0.059,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,5523100855,201408,2014,Aug,54.18,89341,47.92,8.51,8943.52,9123.17,179.65,0.02,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,5523100855,201409,2014,Sep,88.57,10865,68.28,40.18,1100.35,1174.49,74.14,0.067,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,5523100855,201410,2014,Oct,71.5,92880,67.07,31.7,9296.47,9433.31,136.84,0.015,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,5523100855,201411,2014,Nov,62.62,13514,20.38,93.64,1359.42,1382.33,22.91,0.017,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,5523100855,201412,2014,Dec,57.71,64258,29.56,52.22,6437.86,6522.01,84.14,0.013,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2028402029,201401,2014,Jan,94.56,13842,89.37,37.97,1389.64,1457.62,67.98,0.049,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2028402029,201402,2014,Feb,50.42,25790,29.97,23.79,2586.45,2682.33,95.88,0.037,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2028402029,201403,2014,Mar,52.98,5730,71.25,75.73,583.37,634.42,51.05,0.088,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2028402029,201404,2014,Apr,58.5,65460,93.61,34.72,6555.08,6663.37,108.29,0.017,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2028402029,201405,2014,May,10.48,87557,11.93,53.54,8761.61,8923.05,161.44,0.018,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2028402029,201406,2014,Jun,14.81,70149,11.36,46.52,7024.86,7168.98,144.12,0.021,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2028402029,201407,2014,Jul,31.54,92603,8.67,53.22,9262.69,9425.5,162.81,0.018,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2028402029,201408,2014,Aug,85.6,57416,8.91,92.42,5754.45,5849.64,95.19,0.017,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2028402029,201409,2014,Sep,49.2,56162,86.11,32.82,5623.83,5758.46,134.64,0.024,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2028402029,201410,2014,Oct,5.38,41952,65.74,61.69,4200.9,4294.5,93.6,0.022,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2028402029,201411,2014,Nov,17.98,44863,93.16,33.85,4489.53,4607.97,118.44,0.026,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2028402029,201412,2014,Dec,98.98,50132,55.45,68.33,5019.72,5075.71,56,0.011,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2739401274,201401,2014,Jan,30.93,6562,55.54,3.9,660.1,686.17,26.07,0.039,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2739401274,201402,2014,Feb,94.03,63146,81.96,75.23,6321.09,6480.18,159.09,0.025,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2739401274,201403,2014,Mar,53.34,91756,68.71,56.92,9180.62,9288.94,108.32,0.012,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2739401274,201404,2014,Apr,64.65,98863,69.6,43.58,9894.59,9989.12,94.54,0.01,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2739401274,201405,2014,May,96.23,87066,66.53,0.31,8719.83,8807.52,87.7,0.01,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2739401274,201406,2014,Jun,24.22,41857,60.91,78.46,4195,4289.05,94.04,0.022,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2739401274,201407,2014,Jul,25.85,99647,12.42,63.35,9974.49,10125.43,150.94,0.015,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2739401274,201408,2014,Aug,30.29,43587,28.83,40.75,4362.9,4406.22,43.32,0.01,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2739401274,201409,2014,Sep,31.17,65817,77.27,20.55,6585.22,6685.06,99.84,0.015,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2739401274,201410,2014,Oct,82.39,99847,65.73,53.3,9995.93,10099.14,103.2,0.01,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2739401274,201411,2014,Nov,11.3,34858,49.73,93.32,3495.49,3614.36,118.87,0.034,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2739401274,201412,2014,Dec,49.02,90029,11.71,84.63,9013.74,9108.64,94.9,0.011,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2427055079,201401,2014,Jan,71.01,3389,51.94,4.87,350.51,380.36,29.86,0.085,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2427055079,201402,2014,Feb,63.42,80193,57.63,62.56,8030.57,8156.82,126.25,0.016,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2427055079,201403,2014,Mar,86.66,34343,33.77,4.82,3438.7,3510.89,72.19,0.021,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2427055079,201404,2014,Apr,29.25,28368,15.76,46.6,2843.1,2917.44,74.35,0.026,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2427055079,201405,2014,May,65.46,65,62.12,52.23,15.95,62.67,46.72,2.929,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2427055079,201406,2014,Jun,0.12,98562,2.35,90.45,9858.84,10051.72,192.88,0.02,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2427055079,201407,2014,Jul,15.75,913,82,20.64,100.11,115.51,15.39,0.154,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2427055079,201408,2014,Aug,93.73,29706,85.39,7.23,2980.95,3061.35,80.4,0.027,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2427055079,201409,2014,Sep,42.69,70881,54.04,20.18,7093.13,7197.12,103.99,0.015,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2427055079,201410,2014,Oct,29.21,80671,33.35,83.62,8069.81,8167.68,97.87,0.012,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2427055079,201411,2014,Nov,81.35,69343,78.36,46.62,6946.72,7012.5,65.78,0.009,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2427055079,201412,2014,Dec,62.27,59057,5.12,56.49,5910.26,5978.07,67.81,0.011,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,5523100855,201501,2015,Jan,13.24,61697,74.03,88.51,6171.47,6270.99,99.51,0.016,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,5523100855,201502,2015,Feb,27.33,58181,91.12,31.08,5823.88,5924.52,100.64,0.017,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,5523100855,201503,2015,Mar,38.24,25887,75.67,18.2,2595.59,2629.39,33.8,0.013,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,5523100855,201504,2015,Apr,78.62,10820,69.03,74.61,1086.21,1123.88,37.66,0.035,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,5523100855,201505,2015,May,40.97,33231,90.35,92.99,3332.92,3449.56,116.64,0.035,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,5523100855,201506,2015,Jun,49.24,13951,93.84,0.92,1402.53,1453.17,50.64,0.036,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,5523100855,201507,2015,Jul,89.19,8233,13.18,94.47,836.68,876,39.32,0.047,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,5523100855,201508,2015,Aug,68,87930,63.53,25.58,8803.93,8980.44,176.51,0.02,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,5523100855,201509,2015,Sep,1.72,20582,56.95,13.4,2063.59,2169.56,105.98,0.051,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,5523100855,201510,2015,Oct,31.59,35271,32.93,91.77,3529.14,3649.28,120.14,0.034,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,5523100855,201511,2015,Nov,17.27,49813,9.62,68.73,4983.18,5122.71,139.53,0.028,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,5523100855,201512,2015,Dec,83.1,38954,96.27,49.69,3909.3,3953.77,44.48,0.011,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2028402029,201501,2015,Jan,44.52,5454,22.86,73.19,556.59,574.3,17.72,0.032,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2028402029,201502,2015,Feb,70.25,52354,88.31,10.06,5245.26,5367.52,122.26,0.023,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2028402029,201503,2015,Mar,58.37,44541,34.08,52.58,4462.41,4593.35,130.94,0.029,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2028402029,201504,2015,Apr,92.4,76304,84.89,37.35,7642.79,7778.78,135.99,0.018,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2028402029,201505,2015,May,84.83,9199,34.48,69.83,927.9,1012.27,84.37,0.091,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2028402029,201506,2015,Jun,62.14,36375,99.97,69.62,3648.13,3737.49,89.37,0.024,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2028402029,201507,2015,Jul,55.48,52013,40.39,54.63,5208.02,5261.03,53.01,0.01,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2028402029,201508,2015,Aug,22.34,84049,9.67,54.94,8414.68,8499.4,84.72,0.01,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2028402029,201509,2015,Sep,49.12,10774,99.34,63.06,1085.19,1122.88,37.68,0.035,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2028402029,201510,2015,Oct,18.34,16231,96.37,20.7,1632.02,1681.8,49.78,0.031,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2028402029,201511,2015,Nov,31.61,46442,89.31,9.92,4655.09,4791.11,136.02,0.029,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2028402029,201512,2015,Dec,22.08,16068,78.37,14.26,1608.58,1643.79,35.21,0.022,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2739401274,201501,2015,Jan,17.13,21168,29.46,74.75,2118.1,2207.66,89.56,0.042,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2739401274,201502,2015,Feb,96.34,30967,51.49,19.57,3106.99,3216.01,109.02,0.035,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2739401274,201503,2015,Mar,82.66,72094,4.8,65.08,7214.87,7321.05,106.19,0.015,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2739401274,201504,2015,Apr,14.73,51642,80.08,59.96,5174.49,5246.17,71.68,0.014,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2739401274,201505,2015,May,89.96,16978,1.3,94.99,1705.95,1759.26,53.31,0.031,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2739401274,201506,2015,Jun,6.9,92400,17.3,77.95,9245.39,9353.65,108.26,0.012,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2739401274,201507,2015,Jul,87.87,61068,27.51,69.43,6117.98,6248.45,130.47,0.021,GS >500 kW
999,WALMART CO.,WALMART,Jody Smith,2739401274,201508,2015,Aug,83.82,21166,47,6.98,2125.65,2215.87,90.22,0.042,GS >500 kW
